date, pm25, o3, no2, so2, co
2017/3/16, 19, 32, 19, , 
2017/3/17, 38, 33, 11, , 
2017/3/18, 36, 36, 10, , 
2017/3/19, 34, 24, 15, , 
2017/3/20, 57, 32, 17, , 
2017/3/21, 45, 30, 7, , 
2017/3/22, 19, 29, 18, , 
2017/3/23, 30, 25, 22, , 
2017/3/24, 50, 25, 13, , 
2017/3/25, 30, 27, 7, , 
2017/3/26, 32, 14, 20, , 
2017/3/27, 41, 21, 12, , 
2017/3/28, 26, 23, 18, , 
2017/3/29, 29, 30, 12, , 
2017/3/30, 23, 32, 12, , 
2017/3/31, 21, 33, 8, , 
2016/10/1, 5, 24, 7, , 
2016/10/2, 17, 12, 11, , 
2016/10/3, 26, 23, 9, , 
2016/10/4, 14, 29, 8, , 
2016/10/5, 16, 32, 9, , 
2016/10/6, 41, 32, 13, , 
2016/10/7, 32, 23, 6, , 
2016/10/8, 28, 19, 4, , 
2016/10/9, 18, 23, 6, , 
2016/10/10, 13, 22, 18, , 
2016/10/11, 22, 41, 12, , 
2016/10/12, 23, 29, 5, , 
2016/10/13, 30, 22, 15, , 
2016/10/14, 18, 28, 8, , 
2016/10/15, 13, 29, 6, , 
2016/10/16, 28, 16, 11, , 
2016/10/17, 24, 26, 6, , 
2016/10/18, 19, 20, 11, , 
2016/10/19, 17, 20, 13, , 
2016/10/20, 17, 17, 7, , 
2016/10/21, 18, 13, 2, , 
2016/10/22, 13, 18, 8, , 
2016/10/23, 10, 21, 8, , 
2016/10/24, 23, 22, 8, , 
2016/10/25, 28, 23, 14, , 
2016/10/26, 20, 23, 9, , 
2016/10/27, 20, 28, 9, , 
2016/10/28, 21, 21, 7, , 
2016/10/29, 23, 14, 5, , 
2016/10/30, 18, 17, 19, , 
2016/10/31, 28, 23, 16, , 
2016/11/1, 14, 13, 23, , 
2016/11/2, 52, 13, 10, , 
2016/11/3, 29, 17, 10, , 
2016/11/4, 24, 19, 8, , 
2016/11/5, 27, 14, 9, , 
2016/11/6, 32, , , , 
2016/11/9, 58, 21, 14, , 
2016/11/10, 31, 22, 8, , 
2016/11/11, 11, 23, 17, , 
2016/11/12, 30, 22, 10, , 
2016/11/13, 44, 19, 15, , 
2016/11/14, 45, 13, 28, , 
2016/11/15, 55, 18, 25, , 
2016/11/16, 38, 10, 23, , 
2016/11/17, 32, 13, 26, , 
2016/11/18, 54, 29, 9, , 
2016/11/19, 29, 25, 4, , 
2016/11/20, 10, 27, 5, , 
2016/11/21, 18, 24, 12, , 
2016/11/22, 12, 20, 22, , 
2016/11/23, 31, 22, 17, , 
2016/11/24, 45, 13, 17, , 
2016/11/25, 41, 17, 12, , 
2016/11/26, 21, 17, 12, , 
2016/11/27, 43, 16, 15, , 
2016/11/28, 42, 16, 15, , 
2016/11/29, 27, 18, 22, , 
2016/11/30, 32, 12, 9, , 
2016/12/1, 30, 17, 7, , 
2016/12/2, 13, 22, 8, , 
2016/12/3, 14, 23, 10, , 
2016/12/4, 17, 18, 11, , 
2016/12/5, 33, 16, 16, , 
2016/12/6, 43, 13, 11, , 
2016/12/7, 34, 15, 11, , 
2016/12/8, 32, 22, 13, , 
2016/12/9, 19, 21, 19, , 
2016/12/10, 26, 15, 13, , 
2016/12/11, 50, 15, 13, , 
2016/12/12, 26, 25, 13, , 
2016/12/13, 55, 23, 12, , 
2016/12/14, 22, 23, 11, , 
2016/12/15, 16, 17, 19, , 
2016/12/16, 21, 18, 20, , 
2016/12/17, 38, 24, 12, , 
2016/12/18, 24, 23, 18, , 
2016/12/19, 24, 22, 16, , 
2016/12/20, 36, 11, 23, , 
2016/12/21, 58, 20, 19, , 
2016/12/22, 46, 19, 15, , 
2016/12/23, 45, 20, 15, , 
2016/12/24, 37, 24, 9, , 
2016/12/25, 25, 24, 10, , 
2016/12/26, 10, 19, 6, , 
2016/12/27, 27, 18, 9, , 
2016/12/28, 23, 19, 15, , 
2016/12/29, 28, 18, 8, , 
2016/12/30, 15, 22, 8, , 
2016/12/31, 18, 22, 11, , 
2017/1/1, 30, 18, 17, , 
2016/7/1, 26, 23, 4, , 
2016/7/2, 17, 30, 7, , 
2016/7/3, 53, 27, 15, , 
2016/7/4, 39, 54, 16, , 
2016/7/5, 33, 44, 17, , 
2016/7/6, 62, 39, 12, , 
2016/7/7, 45, 33, 10, , 
2016/7/8, 50, 34, 4, , 
2016/7/9, 28, 23, 4, , 
2016/7/10, 15, 22, 7, , 
2016/7/11, 24, 43, 11, , 
2016/7/12, 69, 45, 10, , 
2016/7/13, 131, 36, 7, , 
2016/7/14, 13, 21, 10, , 
2016/7/15, 17, 29, 3, , 
2016/7/16, 24, 32, 11, , 
2016/7/17, 26, 33, 5, , 
2016/7/18, 30, 21, 7, , 
2016/7/19, 21, 37, 12, , 
2016/7/20, 26, 46, 14, , 
2016/7/21, 42, 37, 9, , 
2016/7/22, 38, 30, 5, , 
2016/7/23, 24, 21, 5, , 
2016/7/24, 23, 27, 8, , 
2016/7/25, 35, 30, 7, , 
2016/7/26, 25, 33, 15, , 
2016/7/27, 36, 23, 15, , 
2016/7/28, 42, 21, 10, , 
2016/7/29, 27, 19, 3, , 
2016/7/30, 14, 21, 4, , 
2016/7/31, 21, 27, 8, , 
2016/8/1, 26, 28, 13, , 
2016/8/2, 35, 31, 13, , 
2016/8/3, 30, 40, 15, , 
2016/8/4, 43, 44, 6, , 
2016/8/5, 43, 26, 2, , 
2016/8/6, 9, 21, 2, , 
2016/8/7, 11, 19, 7, , 
2016/8/8, 27, 45, 15, , 
2016/8/9, 23, 60, 12, , 
2016/8/10, 51, 50, 18, , 
2016/8/11, 55, 35, 7, , 
2016/8/12, 39, 29, 6, , 
2016/8/13, 20, 25, 3, , 
2016/8/14, 9, 25, 7, , 
2016/8/15, 17, 24, 6, , 
2016/8/16, 18, 29, 11, , 
2016/8/17, 18, 45, 13, , 
2016/8/18, 33, 38, 17, , 
2016/8/19, 44, 46, 8, , 
2016/8/20, 39, 26, 2, , 
2016/8/21, 21, 25, 8, , 
2016/8/22, 22, 35, 15, , 
2016/8/23, 23, 42, 11, , 
2016/8/24, 20, 31, 10, , 
2016/8/25, 25, 34, 10, , 
2016/8/26, 31, 25, 6, , 
2016/8/27, 25, 34, 4, , 
2016/8/28, 13, 31, 9, , 
2016/8/29, 16, 41, 16, , 
2016/8/30, 28, 29, 9, , 
2016/8/31, 41, 15, 6, , 
2016/9/1, 18, 25, 5, , 
2016/9/2, 16, 21, 5, , 
2016/9/3, 19, 31, 8, , 
2016/9/4, 17, 36, 12, , 
2016/9/5, 23, 47, 14, , 
2016/9/6, 41, 38, 16, , 
2016/9/7, 85, 26, 8, , 
2016/9/8, 8, 35, 10, , 
2016/9/9, 17, 28, 6, , 
2016/9/10, 27, 24, 2, , 
2016/9/11, 12, 26, 13, , 
2016/9/12, 15, 40, 14, , 
2016/9/13, 22, 29, 5, , 
2016/9/14, 21, 16, 7, , 
2016/9/15, 16, 36, 11, , 
2016/9/16, 15, 26, 7, , 
2016/9/17, 39, 29, 8, , 
2016/9/18, 37, 36, 13, , 
2016/9/19, 19, 33, 13, , 
2016/9/20, 34, 29, 23, , 
2016/9/21, 28, 40, 21, , 
2016/9/22, 30, 19, 12, , 
2016/9/23, 36, 22, 5, , 
2016/9/24, 18, 25, 6, , 
2016/9/25, 16, 20, 13, , 
2016/9/26, 19, 28, 9, , 
2016/9/27, 25, 34, 10, , 
2016/9/28, 15, 24, 4, , 
2016/9/29, 17, 25, 4, , 
2016/9/30, 17, 19, 3, , 
2016/4/1, 23, 30, 9, , 
2016/4/2, 21, 28, 4, , 
2016/4/3, 15, 29, 10, , 
2016/4/4, 18, 30, 13, , 
2016/4/5, 19, 28, 14, , 
2016/4/6, 31, 31, 11, , 
2016/4/7, 25, 32, 5, , 
2016/4/8, 19, 32, 7, , 
2016/4/9, 18, 27, 11, , 
2016/4/10, 25, 26, 14, , 
2016/4/11, 32, 25, 10, , 
2016/4/12, 28, 25, 12, , 
2016/4/13, 20, 30, 21, , 
2016/4/14, 26, 24, 16, , 
2016/4/15, 27, , , , 
2016/4/18, 51, 36, 8, , 
2016/4/19, 23, 33, 10, , 
2016/4/20, 23, 30, 23, , 
2016/4/21, 42, 29, 14, , 
2016/4/22, 43, 31, 5, , 
2016/4/23, 16, 31, 9, , 
2016/4/24, 20, 28, 11, , 
2016/4/25, 24, 24, 12, , 
2016/4/26, 27, 28, 15, , 
2016/4/27, 22, 28, 11, , 
2016/4/28, 21, 25, 12, , 
2016/4/29, 26, 31, 15, , 
2016/4/30, 24, 30, 8, , 
2016/5/1, 24, 26, 12, , 
2016/5/2, 25, 24, 25, , 
2016/5/3, 41, 30, 15, , 
2016/5/4, 36, 22, 13, , 
2016/5/5, 36, 30, 12, , 
2016/5/6, 27, 29, 15, , 
2016/5/7, 34, 25, 6, , 
2016/5/8, 16, 29, 9, , 
2016/5/9, 18, 29, 10, , 
2016/5/10, 17, 34, 15, , 
2016/5/11, 24, 38, 16, , 
2016/5/12, 28, 31, 10, , 
2016/5/13, 21, 23, 7, , 
2016/5/14, 22, 27, 4, , 
2016/5/15, 5, 30, 9, , 
2016/5/16, 19, 26, 16, , 
2016/5/17, 34, 25, 12, , 
2016/5/18, 23, 33, 16, , 
2016/5/19, 24, 36, 19, , 
2016/5/20, 35, 40, 11, , 
2016/5/21, 35, 34, 7, , 
2016/5/22, 31, 33, 8, , 
2016/5/23, 37, 57, 19, , 
2016/5/24, 59, 50, 21, , 
2016/5/25, 58, 46, 19, , 
2016/5/26, 67, 43, 14, , 
2016/5/27, 48, 49, 17, , 
2016/5/28, 53, 44, 9, , 
2016/5/29, 56, 37, 9, , 
2016/5/30, 22, 34, 14, , 
2016/5/31, 19, 20, 6, , 
2016/6/1, 9, 46, 12, , 
2016/6/2, 27, 35, 15, , 
2016/6/3, 37, 35, 7, , 
2016/6/4, 17, 36, 5, , 
2016/6/5, 21, 39, 6, , 
2016/6/6, 10, 25, 9, , 
2016/6/7, 21, 20, 4, , 
2016/6/8, 14, 30, 7, , 
2016/6/9, 22, 36, 14, , 
2016/6/10, 36, 40, 11, , 
2016/6/11, 24, 30, 2, , 
2016/6/12, 10, 24, 5, , 
2016/6/13, 16, 27, 11, , 
2016/6/14, 19, 34, 20, , 
2016/6/15, 25, 31, 10, , 
2016/6/16, 21, 30, 21, , 
2016/6/17, 43, 52, 14, , 
2016/6/18, 55, 56, 12, , 
2016/6/19, 46, 49, 9, , 
2016/6/20, 44, 31, 8, , 
2016/6/21, 35, 27, 8, , 
2016/6/22, 22, 23, 13, , 
2016/6/23, 31, 21, 13, , 
2016/6/24, 32, 32, 16, , 
2016/6/25, 37, 53, 9, , 
2016/6/26, 36, 40, 8, , 
2016/6/27, 53, 20, 7, , 
2016/6/28, 27, 32, 8, , 
2016/6/29, 43, 37, 12, , 
2016/6/30, 42, 37, 11, , 
2016/1/4, 21, 17, 21, , 
2016/1/5, 35, 13, 20, , 
2016/1/6, 45, 5, 27, , 
2016/1/7, 68, 9, 24, , 
2016/1/8, 67, 14, 14, , 
2016/1/9, 38, 24, 9, , 
2016/1/10, 16, 23, 10, , 
2016/1/11, 20, 24, 14, , 
2016/1/12, 39, 22, 13, , 
2016/1/13, 21, 17, 18, , 
2016/1/14, 51, 13, 18, , 
2016/1/15, 60, 24, 9, , 
2016/1/16, 27, 22, 8, , 
2016/1/17, 26, 24, 11, , 
2016/1/18, 15, 23, 13, , 
2016/1/19, 15, 22, 15, , 
2016/1/20, 24, 21, 20, , 
2016/1/21, 37, 19, 27, , 
2016/1/22, 22, 22, 12, , 
2016/1/23, 22, 21, 17, , 
2016/1/24, 38, 19, 18, , 
2016/1/25, 57, 25, 11, , 
2016/1/26, 43, 24, 9, , 
2016/1/27, 27, 19, 11, , 
2016/1/28, 62, 20, 9, , 
2016/1/29, 17, 21, 17, , 
2016/1/30, 44, 29, 16, , 
2016/1/31, 47, 26, 9, , 
2016/2/1, 24, 23, 10, , 
2016/2/2, 24, 24, 10, , 
2016/2/3, 25, 26, 8, , 
2016/2/4, 27, 22, 14, , 
2016/2/5, 26, 24, 12, , 
2016/2/6, 42, 24, 11, , 
2016/2/7, 61, 21, 10, , 
2016/2/8, 36, 19, 15, , 
2016/2/9, 35, 20, 9, , 
2016/2/10, 24, 26, 9, , 
2016/2/11, 17, 25, 14, , 
2016/2/12, 23, 22, 8, , 
2016/2/13, 23, 18, 14, , 
2016/2/14, 25, 20, 14, , 
2016/2/15, 36, 20, 17, , 
2016/2/16, 49, 22, 13, , 
2016/2/17, 39, 25, 16, , 
2016/2/18, 23, 29, 20, , 
2016/2/19, 23, 25, 7, , 
2016/2/20, 21, 22, 7, , 
2016/2/21, 19, 23, 10, , 
2016/2/22, 18, 24, 10, , 
2016/2/23, 22, 20, 11, , 
2016/2/24, 24, 25, 11, , 
2016/2/25, 17, 29, 9, , 
2016/2/26, 17, 25, 10, , 
2016/2/27, 39, 39, 8, , 
2016/2/28, 35, 31, 6, , 
2016/2/29, 26, 20, 12, , 
2016/3/1, 19, 26, 8, , 
2016/3/2, 14, 23, 17, , 
2016/3/3, 20, 30, 17, , 
2016/3/4, 30, 32, 16, , 
2016/3/5, 39, 34, 20, , 
2016/3/6, 54, 18, 19, , 
2016/3/7, 63, 15, 24, , 
2016/3/8, 71, 30, 18, , 
2016/3/9, 48, 16, 16, , 
2016/3/10, 42, 19, 9, , 
2016/3/11, 26, 24, 15, , 
2016/3/12, 32, 27, 9, , 
2016/3/13, 25, 23, 14, , 
2016/3/14, 22, 17, 15, , 
2016/3/15, 26, 24, 10, , 
2016/3/16, 22, 24, 14, , 
2016/3/17, 21, 27, 8, , 
2016/3/18, 13, 28, 9, , 
2016/3/19, 13, 29, 11, , 
2016/3/20, 18, 28, 14, , 
2016/3/21, 19, 23, 20, , 
2016/3/22, 37, 26, 15, , 
2016/3/23, 44, 29, 9, , 
2016/3/24, 21, 29, 10, , 
2016/3/25, 24, 29, 19, , 
2016/3/26, 44, 31, 16, , 
2016/3/27, 44, 28, 10, , 
2016/3/28, 35, 33, 8, , 
2016/3/29, 19, 31, 22, , 
2016/3/30, 32, 32, 10, , 
2016/3/31, 27, 29, 7, , 
2015/10/1, 19, 15, 7, , 
2015/10/2, 15, 18, 4, , 
2015/10/3, 24, 19, 3, , 
2015/10/4, 28, 13, 16, , 
2015/10/5, 20, 13, 9, , 
2015/10/6, 22, 20, 12, , 
2015/10/7, 23, 22, 8, , 
2015/10/8, 21, 20, 11, , 
2015/10/9, 15, 22, 7, , 
2015/10/10, 21, 31, 11, , 
2015/10/11, 23, 39, 9, , 
2015/10/12, 26, 25, 7, , 
2015/10/13, 18, 18, 6, , 
2015/10/14, 13, 25, 15, , 
2015/10/15, 13, 18, 9, , 
2015/10/16, 20, 19, 6, , 
2015/10/17, 13, 22, 9, , 
2015/10/18, 17, 28, 14, , 
2015/10/19, 22, 25, 14, , 
2015/10/20, 28, 15, 15, , 
2015/10/21, 35, 22, 9, , 
2015/10/22, 33, 21, 12, , 
2015/10/23, 21, 24, 10, , 
2015/10/24, 18, 18, 4, , 
2015/10/25, 20, 14, 12, , 
2015/10/26, 17, 19, 13, , 
2015/10/27, 18, 16, 8, , 
2015/10/28, 7, 17, 6, , 
2015/10/29, 25, 16, 11, , 
2015/10/30, 18, 16, 20, , 
2015/10/31, 35, 22, 6, , 
2015/11/1, 27, 14, 18, , 
2015/11/2, 27, 14, 23, , 
2015/11/3, 47, 11, 20, , 
2015/11/4, 53, 18, 26, , 
2015/11/5, 56, 22, 7, , 
2015/11/6, 35, 20, 8, , 
2015/11/7, 17, 16, 10, , 
2015/11/8, 19, 16, 22, , 
2015/11/9, 51, 14, 18, , 
2015/11/10, 41, 17, 15, , 
2015/11/11, 53, 20, 12, , 
2015/11/12, 44, 18, 5, , 
2015/11/13, 16, 23, 7, , 
2015/11/14, 14, 20, 14, , 
2015/11/15, 37, 16, 23, , 
2015/11/16, 57, 19, 8, , 
2015/11/17, 26, 19, 13, , 
2015/11/18, 35, 23, 7, , 
2015/11/19, 26, 20, 10, , 
2015/11/20, 21, 23, 14, , 
2015/11/21, 27, 24, 7, , 
2015/11/22, 16, 23, 19, , 
2015/11/23, 28, 15, 19, , 
2015/11/24, 53, 19, 23, , 
2015/11/25, 54, 28, 9, , 
2015/11/26, 28, 26, 8, , 
2015/11/27, 25, 17, 10, , 
2015/11/28, 23, 20, 16, , 
2015/11/29, 27, 19, 12, , 
2015/11/30, 33, 12, 14, , 
2015/12/1, 26, 12, 18, , 
2015/12/2, 38, 15, 13, , 
2015/12/3, 25, 17, 9, , 
2015/12/4, 38, 11, 11, , 
2015/12/5, 70, 8, 15, , 
2015/12/6, 66, 11, 19, , 
2015/12/7, 69, 16, 16, , 
2015/12/8, 61, 18, 15, , 
2015/12/9, 54, 24, 12, , 
2015/12/10, 54, 21, 10, , 
2015/12/11, 32, 6, 16, , 
2015/12/12, 31, 12, 7, , 
2015/12/13, 24, 21, 15, , 
2015/12/14, 23, 14, 8, , 
2015/12/15, 12, 10, 11, , 
2015/12/16, 17, 18, 10, , 
2015/12/17, 22, 21, 9, , 
2015/12/18, 20, 22, 6, , 
2015/12/19, 17, 22, 8, , 
2015/12/20, 18, 20, 10, , 
2015/12/21, 21, 16, 16, , 
2015/12/22, 34, 9, 14, , 
2015/12/23, 32, 22, 7, , 
2015/12/24, 11, 19, 10, , 
2015/12/25, 29, 17, 9, , 
2015/12/26, 19, 18, 7, , 
2015/12/27, 17, 20, 7, , 
2015/12/28, 15, 18, 12, , 
2015/12/29, 22, 11, 13, , 
2015/12/30, 44, , , , 
2016/1/3, 21, 18, 12, , 
2015/7/18, 55, 40, 6, , 
2015/7/19, 26, 35, 7, , 
2015/7/20, 29, 29, 5, , 
2015/7/21, 24, 24, 4, , 
2015/7/22, 16, 30, 10, , 
2015/7/23, 18, 35, 12, , 
2015/7/24, 28, 48, 9, , 
2015/7/25, 33, 31, 7, , 
2015/7/26, 43, 39, 11, , 
2015/7/27, 38, 55, 15, , 
2015/7/28, 44, 51, 16, , 
2015/7/29, 46, 34, 5, , 
2015/7/30, 32, 31, 7, , 
2015/7/31, 16, 24, 4, , 
2015/8/1, 17, 36, 8, , 
2015/8/2, 23, 33, 3, , 
2015/8/3, 24, 23, 8, , 
2015/8/4, 15, 14, 5, , 
2015/8/5, 11, 39, 10, , 
2015/8/6, 15, 21, 7, , 
2015/8/7, 22, 20, 6, , 
2015/8/8, 16, 26, 6, , 
2015/8/9, 22, 22, 13, , 
2015/8/10, 21, 25, 7, , 
2015/8/11, 28, 24, 4, , 
2015/8/12, 20, 34, 10, , 
2015/8/13, 13, 28, 9, , 
2015/8/14, 35, 46, 9, , 
2015/8/15, 35, 47, 9, , 
2015/8/16, 41, 46, 8, , 
2015/8/17, 50, 37, 11, , 
2015/8/18, 57, 43, 7, , 
2015/8/19, 49, 29, 6, , 
2015/8/20, 20, 19, 6, , 
2015/8/21, 17, 34, 12, , 
2015/8/22, 17, 34, 7, , 
2015/8/23, 17, 28, 5, , 
2015/8/24, 25, 21, 5, , 
2015/8/25, 16, 14, 5, , 
2015/8/26, 12, 10, 8, , 
2015/8/27, 12, 25, 13, , 
2015/8/28, 28, 40, 12, , 
2015/8/29, 49, 49, 11, , 
2015/8/30, 61, 38, 12, , 
2015/8/31, 56, 46, 12, , 
2015/9/1, 58, 49, 17, , 
2015/9/2, 73, 49, 15, , 
2015/9/3, 70, 34, 6, , 
2015/9/4, 39, 47, 6, , 
2015/9/5, 42, 50, 8, , 
2015/9/6, 55, 48, 8, , 
2015/9/7, 62, 43, 11, , 
2015/9/8, 50, 41, 7, , 
2015/9/9, 34, 25, 9, , 
2015/9/10, 30, 27, 16, , 
2015/9/11, 28, 12, 4, , 
2015/9/12, 18, 12, 4, , 
2015/9/13, 20, 32, 8, , 
2015/9/14, 18, 42, 15, , 
2015/9/15, 26, 53, 16, , 
2015/9/16, 51, 50, 18, , 
2015/9/17, 57, 46, 11, , 
2015/9/18, 48, 32, 7, , 
2015/9/19, 35, 21, 5, , 
2015/9/20, 15, 21, 16, , 
2015/9/21, 23, 31, 16, , 
2015/9/22, 17, 31, 22, , 
2015/9/23, 54, 29, 14, , 
2015/9/24, 31, 25, 7, , 
2015/9/25, 31, 26, 4, , 
2015/9/26, 15, 32, 6, , 
2015/9/27, 28, 22, 6, , 
2015/9/28, 21, 20, 8, , 
2015/9/29, 30, 15, 5, , 
2015/9/30, 24, 15, 7, , 
2015/4/1, 22, 24, 21, , 
2015/4/2, 42, 23, 10, , 
2015/4/3, 35, 31, 4, , 
2015/4/4, 17, 31, 9, , 
2015/4/5, 32, 32, 15, , 
2015/4/6, 47, 31, 11, , 
2015/4/7, 26, 30, 7, , 
2015/4/8, 21, 23, 11, , 
2015/4/9, 26, 26, 11, , 
2015/4/10, 11, 34, 4, , 
2015/4/11, 15, 42, 15, , 
2015/4/12, 47, 35, 20, , 
2015/4/13, 48, 36, 11, , 
2015/4/14, 13, 31, 14, , 
2015/4/15, 28, 30, 17, , 
2015/4/16, 32, 39, 13, , 
2015/4/17, 55, 39, 13, , 
2015/4/18, 36, 32, 4, , 
2015/4/19, 18, 33, 10, , 
2015/4/20, 12, 28, 7, , 
2015/4/21, 22, 28, 8, , 
2015/4/22, 25, 27, 5, , 
2015/4/23, 15, 32, 5, , 
2015/4/24, 18, 22, 12, , 
2015/4/25, 21, 30, 6, , 
2015/4/26, 20, 27, 5, , 
2015/4/27, 18, 28, 8, , 
2015/4/28, 21, 34, 12, , 
2015/4/29, 34, 33, 12, , 
2015/4/30, 38, 30, 17, , 
2015/5/1, 23, 37, 10, , 
2015/5/2, 28, 55, 14, , 
2015/5/3, 58, 39, 11, , 
2015/5/4, 48, 34, 9, , 
2015/5/5, 33, 34, 19, , 
2015/5/6, 37, 31, 26, , 
2015/5/7, 37, 45, 21, , 
2015/5/8, 48, 57, 22, , 
2015/5/9, 75, 44, 10, , 
2015/5/10, 63, 25, 5, , 
2015/5/11, 28, 24, 8, , 
2015/5/12, 24, 35, 6, , 
2015/5/13, 13, 36, 12, , 
2015/5/14, 28, 29, 16, , 
2015/5/15, 29, 35, 17, , 
2015/5/16, 33, 36, 8, , 
2015/5/17, 11, 36, 10, , 
2015/5/18, 27, 26, 5, , 
2015/5/19, 27, 38, 6, , 
2015/5/20, 19, 40, 12, , 
2015/5/21, 31, 29, 8, , 
2015/5/22, 25, 42, 9, , 
2015/5/23, 26, 58, 10, , 
2015/5/24, 37, 42, 15, , 
2015/5/25, 46, 35, 9, , 
2015/5/26, 27, 41, 8, , 
2015/5/27, 31, 44, 7, , 
2015/5/28, 33, 41, 13, , 
2015/5/29, 50, 35, 10, , 
2015/5/30, 30, 18, 4, , 
2015/5/31, 18, 20, 9, , 
2015/6/1, 17, 27, 15, , 
2015/6/2, 24, 30, 7, , 
2015/6/3, 17, 32, 11, , 
2015/6/4, 21, 30, 14, , 
2015/6/5, 34, 27, 5, , 
2015/6/6, 34, 34, 10, , 
2015/6/7, 26, 34, 10, , 
2015/6/8, 18, 26, 12, , 
2015/6/9, 24, 49, 10, , 
2015/6/10, 63, 36, 10, , 
2015/6/11, 41, 37, 9, , 
2015/6/12, 27, 33, 5, , 
2015/6/13, 15, 24, 9, , 
2015/6/14, 28, 25, 14, , 
2015/6/15, 48, 30, 14, , 
2015/6/16, 27, 25, 5, , 
2015/6/17, 28, 40, 12, , 
2015/6/18, 18, 30, 7, , 
2015/6/19, 24, 32, 6, , 
2015/6/20, 15, 40, 7, , 
2015/6/21, 32, 37, 11, , 
2015/6/22, 24, 32, 7, , 
2015/6/23, 16, 18, 5, , 
2015/6/24, 11, , , , 
2015/1/1, 30, 27, 11, , 
2015/1/2, 26, 20, 15, , 
2015/1/3, 36, 15, 16, , 
2015/1/4, 21, 25, 8, , 
2015/1/5, 21, 17, 15, , 
2015/1/6, 34, 21, 12, , 
2015/1/7, 24, 22, 13, , 
2015/1/8, 22, 23, 12, , 
2015/1/9, 27, 23, 11, , 
2015/1/10, 29, 18, 15, , 
2015/1/11, 42, 20, 17, , 
2015/1/12, 50, 18, 20, , 
2015/1/13, 29, 18, 28, , 
2015/1/14, 37, 19, 23, , 
2015/1/15, 69, , , , 
2015/1/17, 35, 24, 10, , 
2015/1/18, 42, 20, 9, , 
2015/1/19, 22, 17, 21, , 
2015/1/20, 27, 18, 26, , 
2015/1/21, 36, 21, 19, , 
2015/1/22, 51, 22, 11, , 
2015/1/23, 56, 15, 16, , 
2015/1/24, 78, 23, 10, , 
2015/1/25, 21, 21, 17, , 
2015/1/26, 24, 20, 18, , 
2015/1/27, 23, 19, 24, , 
2015/1/28, 27, 21, 23, , 
2015/1/29, 42, 25, 11, , 
2015/1/30, 31, 22, 24, , 
2015/1/31, 39, 20, 14, , 
2015/2/1, 39, 23, 14, , 
2015/2/2, 21, 22, 23, , 
2015/2/3, 38, 18, 22, , 
2015/2/4, 56, 23, 15, , 
2015/2/5, 24, 24, 16, , 
2015/2/6, 51, 17, 22, , 
2015/2/7, 73, 20, 16, , 
2015/2/8, 36, 17, 18, , 
2015/2/9, 35, 21, 20, , 
2015/2/10, 41, 20, 19, , 
2015/2/11, 53, 21, 11, , 
2015/2/12, 31, 22, 16, , 
2015/2/13, 38, 24, 10, , 
2015/2/14, 41, 23, 7, , 
2015/2/15, 28, 18, 22, , 
2015/2/16, 35, 25, 30, , 
2015/2/17, 53, 22, 24, , 
2015/2/18, 59, 25, 10, , 
2015/2/19, 25, 21, 14, , 
2015/2/20, 32, 21, 20, , 
2015/2/21, 55, 25, 27, , 
2015/2/22, 86, 22, 9, , 
2015/2/23, 28, 29, 14, , 
2015/2/24, 41, 27, 11, , 
2015/2/25, 33, 20, 18, , 
2015/2/26, 36, 25, 18, , 
2015/2/27, 33, 30, 24, , 
2015/2/28, 66, 29, 30, , 
2015/3/1, 74, 32, 14, , 
2015/3/2, 54, 24, 28, , 
2015/3/3, 47, 29, 11, , 
2015/3/4, 47, 24, 10, , 
2015/3/5, 31, 33, 18, , 
2015/3/6, 45, 35, 15, , 
2015/3/7, 79, 37, 13, , 
2015/3/8, 59, 36, 18, , 
2015/3/9, 58, , , , 
2015/3/11, 25, 30, 14, , 
2015/3/12, 20, 33, 14, , 
2015/3/13, 29, 28, 17, , 
2015/3/14, 39, 32, 7, , 
2015/3/15, 25, 26, 19, , 
2015/3/16, 68, 31, 10, , 
2015/3/17, 26, 33, 7, , 
2015/3/18, 12, 30, 20, , 
2015/3/19, 22, 32, 13, , 
2015/3/20, 37, 32, 8, , 
2015/3/21, 47, 27, 4, , 
2015/3/22, 20, 20, 12, , 
2015/3/23, 29, 24, 18, , 
2015/3/24, 25, 23, 16, , 
2015/3/25, 46, 17, 15, , 
2015/3/26, 51, 26, 8, , 
2015/3/27, 15, 30, 6, , 
2015/3/28, 15, 39, 12, , 
2015/3/29, 34, 34, 5, , 
2015/3/30, 18, 24, 18, , 
2015/3/31, 23, 32, 14, , 
2014/10/1, 34, 26, 7, , 
2014/10/2, 48, 31, 10, , 
2014/10/3, 36, 15, 6, , 
2014/10/4, 22, 19, 6, , 
2014/10/5, 23, 27, 9, , 
2014/10/6, 18, 25, 11, , 
2014/10/7, 20, 21, 10, , 
2014/10/8, 33, 19, 11, , 
2014/10/9, 31, 21, 13, , 
2014/10/10, 20, 22, 13, , 
2014/10/11, 16, 23, 13, , 
2014/10/12, 24, 16, 11, , 
2014/10/13, 17, 15, 16, , 
2014/10/14, 26, 21, 18, , 
2014/10/15, 31, 17, 18, , 
2014/10/16, 33, 17, 11, , 
2014/10/17, 38, 17, 6, , 
2014/10/18, 19, 23, 5, , 
2014/10/19, 17, 12, 19, , 
2014/10/20, 34, 9, 15, , 
2014/10/21, 34, 13, 12, , 
